Protein,log2FC,pvalue,padj
WBP11,0.505130839818111,0.0850229734803741,0.30826511240477883
ZNF281,-0.230097640597165,0.540767886933485,0.7354877178353115
ACOT9,0.174249437067775,0.649965930742444,0.8100678328003255
NOSIP,0.0134715586717959,0.975771156861451,0.9866858230455835
MEMO1,0.307253763902427,0.192364785962635,0.43094475564430934
LUC7L2,-0.256659173242095,0.0709467718284381,0.28303748612532875
FAM96B,-0.0366085483602951,0.87639504408771,0.935741480144043
C22orf28,-0.165606074413894,0.464326707571948,0.686810920071096
TMED3,-0.195926424251727,0.52362350507978,0.7245239519267159
PKP3,0.139310545260447,0.704748096216214,0.8502121160757884
HBS1L,0.157904588760935,0.667535857403792,0.8221422548951335
SOGA2,-0.226417486202756,0.187975071553068,0.4288449345929099
USP15,1.30673707878508,0.0015194741653599,0.06868023227426748
KIAA0430,-0.0128648889254919,0.932551926014661,0.9660354558257297
IRS2,0.186513584782375,0.122628668978563,0.3555068653931475
LOXL2,-0.553283913586686,0.0403297070622136,0.22655198784880323
AMMECR1,0.453876519261115,0.20697089244928,0.44768181305987576
ARIH1,-0.0465239909914246,0.727746907842109,0.8590016522024864
RNF114,0.980792464657075,0.0012751339528553,0.0636575241043914
KCTD3,0.481274090838401,0.0746335659219747,0.29004102325154796
YTHDF2,0.171106028826571,0.42614532769168,0.6551622044783652
SUPT16H,-0.0893124265023175,0.739869238561962,0.8671241897061542
SRPRB,0.588539674871267,0.0080157926117475,0.13852679314295027
SNX9,0.457423228667633,0.0557504759066059,0.25889604564848495
COPG1,0.488167488200023,0.0344013045028216,0.21687008791807078
AUP1,0.999727355070448,0.0019766957043111,0.08376248047018287
OAS3,-0.420798969152909,0.146775693982788,0.37982412412339794
CSNK1G3,-0.0313224569006678,0.892914250681199,0.9415176702361632
SLC30A1,-0.519440577156388,0.10357299183395,0.3299324915297818
SLC4A7,0.0006623579777951,0.997229426188744,0.9990192812917575
BMI1,-0.157646032039803,0.656818386964843,0.8144221479542564
ATXN2,-0.137166955181748,0.267512124737609,0.5130784174599685
