date,total_cases,daily_cases,total_deaths,daily_deaths,people_vaccinated,,,,,,,,
6/3/2020,1,0,1,1,0,,,,,,,,
7/3/2020,9,8,1,0,0,,,,,,,,
8/3/2020,9,0,1,0,0,,,,,,,,
9/3/2020,11,2,1,0,0,,,,,,,,
10/3/2020,13,2,2,1,0,,,,,,,,
11/3/2020,15,2,2,0,0,,,,,,,,
12/3/2020,17,2,2,0,0,,,,,,,,
13/3/2020,26,9,2,0,0,,,,,,,,
14/3/2020,32,6,3,1,0,,,,,,,,
15/3/2020,47,15,3,0,0,,,,,,,,
16/3/2020,75,28,3,0,0,,,,,,,,
17/3/2020,90,15,5,2,0,,,,,,,,
18/3/2020,121,31,5,0,0,,,,,,,,
19/3/2020,234,113,9,4,0,,,,,,,,
20/3/2020,234,0,15,6,0,,,,,,,,
21/3/2020,318,84,20,5,0,,,,,,,,
22/3/2020,318,0,26,6,0,,,,,,,,
23/3/2020,318,0,30,4,0,,,,,,,,
24/3/2020,395,77,34,4,0,,,,,,,,
25/3/2020,416,21,39,5,0,,,,,,,,
26/3/2020,480,64,45,6,0,,,,,,,,
27/3/2020,580,100,57,12,0,,,,,,,,
28/3/2020,580,0,63,6,0,,,,,,,,
29/3/2020,635,55,71,8,0,,,,,,,,
30/3/2020,671,36,86,15,0,,,,,,,,
31/3/2020,852,181,95,9,0,,,,,,,,
1/4/2020,1065,213,113,18,0,,,,,,,,
2/4/2020,1323,258,138,25,0,,,,,,,,
3/4/2020,1323,0,161,23,0,,,,,,,,
4/4/2020,1414,91,183,22,0,,,,,,,,
5/4/2020,1595,181,209,26,0,,,,,,,,
6/4/2020,1746,151,258,49,0,,,,,,,,
7/4/2020,2281,535,317,59,0,,,,,,,,
8/4/2020,2561,280,360,43,0,,,,,,,,
9/4/2020,2954,393,423,63,0,,,,,,,,
10/4/2020,4342,1388,471,48,0,,,,,,,,
11/4/2020,5256,914,569,98,0,,,,,,,,
12/4/2020,5897,641,650,81,0,,,,,,,,
13/4/2020,6848,951,753,103,0,,,,,,,,
14/4/2020,7519,671,846,93,0,,,,,,,,
15/4/2020,7519,0,952,106,0,,,,,,,,
16/4/2020,10303,2784,1061,109,0,,,,,,,,
17/4/2020,11475,1172,1200,139,0,,,,,,,,
18/4/2020,13489,2014,1333,133,0,,,,,,,,
19/4/2020,13489,0,1490,157,0,,,,,,,,
20/4/2020,14420,931,1628,138,0,,,,,,,,
21/4/2020,15628,1208,1786,158,0,,,,,,,,
22/4/2020,16325,697,1990,204,0,,,,,,,,
23/4/2020,17837,1512,2199,209,0,,,,,,,,
24/4/2020,19250,1413,2418,219,0,,,,,,,,
25/4/2020,20914,1664,2664,246,0,,,,,,,,
26/4/2020,21648,734,2910,246,0,,,,,,,,
27/4/2020,25331,3683,3198,288,0,,,,,,,,
28/4/2020,27517,2186,3488,290,0,,,,,,,,
29/4/2020,28699,1182,3793,305,0,,,,,,,,
30/4/2020,31190,2491,4106,313,0,,,,,,,,
1/5/2020,33931,2741,4450,344,0,,,,,,,,
2/5/2020,36976,3045,4782,332,0,,,,,,,,
3/5/2020,40459,3483,5181,399,0,,,,,,,,
4/5/2020,42534,2075,5589,408,0,,,,,,,,
5/5/2020,45928,3394,6004,415,0,,,,,,,,
6/5/2020,47372,1444,6442,438,0,,,,,,,,
7/5/2020,51189,3817,6871,429,0,,,,,,,,
8/5/2020,54817,3628,7328,457,0,,,,,,,,
9/5/2020,58526,3709,7809,481,0,,,,,,,,
10/5/2020,61847,3321,8263,454,0,,,,,,,,
11/5/2020,65015,3168,8740,477,0,,,,,,,,
12/5/2020,67307,2292,9258,518,0,,,,,,,,
13/5/2020,68822,1515,9778,520,0,,,,,,,,
14/5/2020,72059,3237,10294,516,0,,,,,,,,
15/5/2020,76306,4247,10760,466,0,,,,,,,,
16/5/2020,80604,4298,11277,517,0,,,,,,,,
17/5/2020,84495,3891,11824,547,0,,,,,,,,
18/5/2020,88541,4046,12333,509,0,,,,,,,,
19/5/2020,92273,3732,12835,502,0,,,,,,,,
20/5/2020,94933,2660,13369,534,0,,,,,,,,
21/5/2020,99483,4550,13984,615,0,,,,,,,,
22/5/2020,104020,4537,14512,528,0,,,,,,,,
23/5/2020,108769,4749,15056,544,0,,,,,,,,
24/5/2020,111698,2929,15583,527,0,,,,,,,,
25/5/2020,115754,4056,16101,518,0,,,,,,,,
26/5/2020,119959,4205,16644,543,0,,,,,,,,
27/5/2020,123979,4020,17216,572,0,,,,,,,,
28/5/2020,129751,5772,17796,580,0,,,,,,,,
29/5/2020,135905,6154,18340,544,0,,,,,,,,
30/5/2020,141779,5874,18929,589,0,,,,,,,,
31/5/2020,148285,6506,19483,554,0,,,,,,,,
1/6/2020,155671,7386,20116,633,0,,,,,,,,
2/6/2020,164476,8805,20715,599,0,,,,,,,,
3/6/2020,170039,5563,21284,569,0,,,,,,,,
4/6/2020,174884,4845,21946,662,0,,,,,,,,
5/6/2020,178914,4030,22485,539,0,,,,,,,,
6/6/2020,183198,4284,23034,549,0,,,,,,,,
7/6/2020,187400,4202,23651,617,0,,,,,,,,
8/6/2020,191758,4358,24239,588,0,,,,,,,,
9/6/2020,196515,4757,24851,612,0,,,,,,,,
10/6/2020,199696,3181,25421,570,0,,,,,,,,
11/6/2020,203736,4040,26040,619,0,,,,,,,,
12/6/2020,208823,5087,26637,597,0,,,,,,,,
13/6/2020,214788,5965,27254,617,0,,,,,,,,
14/6/2020,220749,5961,27856,602,0,,,,,,,,
15/6/2020,225132,4383,28420,564,0,,,,,,,,
16/6/2020,229736,4604,29047,627,0,,,,,,,,
17/6/2020,232992,3256,29645,598,0,,,,,,,,
18/6/2020,237156,4164,30275,630,0,,,,,,,,
19/6/2020,240908,3752,30889,614,0,,,,,,,,
20/6/2020,244388,3480,31495,606,0,,,,,,,,
21/6/2020,247925,3537,32020,525,0,,,,,,,,
22/6/2020,251338,3413,32637,617,0,,,,,,,,
23/6/2020,254936,3598,33225,588,0,,,,,,,,
24/6/2020,257447,2511,33770,545,0,,,,,,,,
25/6/2020,260810,3363,34311,541,0,,,,,,,,
26/6/2020,264689,3879,34864,553,0,,,,,,,,
27/6/2020,268602,3913,35394,530,0,,,,,,,,
28/6/2020,272364,3762,35912,518,0,,,,,,,,
29/6/2020,275989,3625,36439,527,0,,,,,,,,
30/6/2020,279419,3430,36974,535,0,,,,,,,,
1/7/2020,282365,2946,37512,538,0,,,,,,,,
2/7/2020,285213,2848,38011,499,0,,,,,,,,
3/7/2020,288477,3264,38568,557,0,,,,,,,,
4/7/2020,292004,3527,39101,533,0,,,,,,,,
5/7/2020,295599,3595,39637,536,0,,,,,,,,
6/7/2020,299080,3481,40205,568,0,,,,,,,,
7/7/2020,302718,3638,40728,523,0,,,,,,,,
8/7/2020,305703,2985,41310,582,0,,,,,,,,
9/7/2020,309278,3575,41870,560,0,,,,,,,,
10/7/2020,312911,3633,42414,544,0,,,,,,,,
11/7/2020,316448,3537,42985,571,0,,,,,,,,
12/7/2020,319646,3198,43507,522,0,,,,,,,,
13/7/2020,322710,3064,44085,578,0,,,,,,,,
14/7/2020,326326,3616,44667,582,0,,,,,,,,
15/7/2020,330123,3797,45258,591,0,,,,,,,,
16/7/2020,333867,3744,45856,598,0,,,,,,,,
17/7/2020,337724,3857,46453,597,0,,,,,,,,
18/7/2020,341586,3862,47071,618,0,,,,,,,,
19/7/2020,345537,3951,47643,572,0,,,,,,,,
20/7/2020,349500,3963,48242,599,0,,,,,,,,
21/7/2020,353590,4090,48842,600,0,,,,,,,,
22/7/2020,357681,4091,49434,592,0,,,,,,,,
23/7/2020,362087,4406,50064,630,0,,,,,,,,
24/7/2020,366550,4463,50665,601,0,,,,,,,,
25/7/2020,371096,4546,51283,618,0,,,,,,,,
26/7/2020,375961,4865,51902,619,0,,,,,,,,
27/7/2020,379884,3923,52483,581,0,,,,,,,,
28/7/2020,384797,4913,53100,617,0,,,,,,,,
29/7/2020,389717,4920,53723,623,0,,,,,,,,
30/7/2020,395005,5288,54379,656,0,,,,,,,,
31/7/2020,400683,5678,54995,616,0,,,,,,,,
1/8/2020,407492,6809,55584,589,0,,,,,,,,
2/8/2020,414735,7243,56188,604,0,,,,,,,,
3/8/2020,422183,7448,56822,634,0,,,,,,,,
4/8/2020,428850,6667,57493,671,0,,,,,,,,
5/8/2020,433100,4250,58072,579,0,,,,,,,,
6/8/2020,439890,6790,58735,663,0,,,,,,,,
7/8/2020,447624,7734,59393,658,0,,,,,,,,
8/8/2020,455409,7785,59996,603,0,,,,,,,,
9/8/2020,463875,8466,60627,631,0,,,,,,,,
10/8/2020,471012,7137,61296,669,0,,,,,,,,
11/8/2020,478024,7012,61949,653,0,,,,,,,,
12/8/2020,483133,5109,62534,585,0,,,,,,,,
13/8/2020,489680,6547,63170,636,0,,,,,,,,
14/8/2020,498555,8875,63758,588,0,,,,,,,,
15/8/2020,507996,9441,64381,623,0,,,,,,,,
16/8/2020,516296,8300,65036,655,0,,,,,,,,
17/8/2020,525803,9507,65687,651,0,,,,,,,,
18/8/2020,535946,10143,66272,585,0,,,,,,,,
19/8/2020,541493,5547,66823,551,0,,,,,,,,
20/8/2020,549321,7828,67437,614,0,,,,,,,,
21/8/2020,558420,9099,68013,576,0,,,,,,,,
22/8/2020,567059,8639,68530,517,0,,,,,,,,
23/8/2020,576067,9008,69036,506,0,,,,,,,,
24/8/2020,585236,9169,69557,521,0,,,,,,,,
25/8/2020,594326,9090,70072,515,0,,,,,,,,
26/8/2020,600438,6112,70597,525,0,,,,,,,,
27/8/2020,607382,6944,71111,514,0,,,,,,,,
28/8/2020,613378,5996,71636,525,0,,,,,,,,
29/8/2020,621997,8619,72082,446,0,,,,,,,,
30/8/2020,629961,7964,72573,491,0,,,,,,,,
31/8/2020,639435,9474,73059,486,0,,,,,,,,
1/9/2020,647166,7731,73487,428,0,,,,,,,,
2/9/2020,652037,4871,73872,385,0,,,,,,,,
3/9/2020,657129,5092,74300,428,0,,,,,,,,
4/9/2020,663437,6308,74677,377,0,,,,,,,,
5/9/2020,670145,6708,75078,401,0,,,,,,,,
6/9/2020,676848,6703,75438,360,0,,,,,,,,
7/9/2020,683702,6854,75804,366,0,,,,,,,,
8/9/2020,689977,6275,76165,361,0,,,,,,,,
9/9/2020,691575,1598,76519,354,0,,,,,,,,
10/9/2020,696190,4615,76852,333,0,,,,,,,,
11/9/2020,702776,6586,77173,321,0,,,,,,,,
12/9/2020,710067,7291,77496,323,0,,,,,,,,
13/9/2020,716670,6603,77799,303,0,,,,,,,,
14/9/2020,722832,6162,78093,294,0,,,,,,,,
15/9/2020,729619,6787,78384,291,0,,,,,,,,
16/9/2020,733860,4241,78663,279,0,,,,,,,,
17/9/2020,738020,4160,78951,288,0,,,,,,,,
18/9/2020,744400,6380,79232,281,0,,,,,,,,
19/9/2020,750098,5698,79492,260,0,,,,,,,,
20/9/2020,756412,6314,79745,253,0,,,,,,,,
21/9/2020,762865,6453,79992,247,0,,,,,,,,
22/9/2020,768895,6030,80275,283,0,,,,,,,,
23/9/2020,772896,4001,80516,241,0,,,,,,,,
24/9/2020,776546,3650,80750,234,0,,,,,,,,
25/9/2020,782695,6149,80984,234,0,,,,,,,,
26/9/2020,788930,6235,81206,222,0,,,,,,,,
27/9/2020,794584,5654,81420,214,0,,,,,,,,
28/9/2020,800142,5558,81639,219,0,,,,,,,,
29/9/2020,805302,5160,81870,231,0,,,,,,,,
30/9/2020,808714,3412,82036,166,0,,,,,,,,
1/10/2020,811768,3054,82236,200,0,,,,,,,,
2/10/2020,814829,3061,82412,176,0,,,,,,,,
3/10/2020,818297,3468,82572,160,0,,,,,,,,
4/10/2020,821564,3267,82755,183,0,,,,,,,,
5/10/2020,824985,3421,82916,161,0,,,,,,,,
6/10/2020,828169,3184,83087,171,0,,,,,,,,
7/10/2020,829999,1830,83270,183,0,,,,,,,,
8/10/2020,832929,2930,83437,167,0,,,,,,,,
9/10/2020,835662,2733,83612,175,0,,,,,,,,
10/10/2020,838614,2952,83793,181,0,,,,,,,,
11/10/2020,843355,4741,83945,152,0,,,,,,,,
12/10/2020,846088,2733,84104,159,0,,,,,,,,
13/10/2020,849371,3283,84257,153,0,,,,,,,,
14/10/2020,851171,1800,84393,136,0,,,,,,,,
15/10/2020,853974,2803,84542,149,0,,,,,,,,
16/10/2020,856951,2977,84691,149,0,,,,,,,,
17/10/2020,859740,2789,84827,136,0,,,,,,,,
18/10/2020,862417,2677,84959,132,0,,,,,,,,
19/10/2020,865549,3132,85107,148,0,,,,,,,,
20/10/2020,868675,3126,85234,127,0,,,,,,,,
21/10/2020,870876,2201,85356,122,0,,,,,,,,
22/10/2020,874118,3242,85499,143,0,,,,,,,,
23/10/2020,876885,2767,85635,136,0,,,,,,,,
24/10/2020,879876,2991,85763,128,0,,,,,,,,
25/10/2020,883116,3240,85876,113,0,,,,,,,,
26/10/2020,886214,3098,85992,116,0,,,,,,,,
27/10/2020,888715,2501,86097,105,0,,,,,,,,
28/10/2020,890574,1859,86190,93,0,,,,,,,,
29/10/2020,892497,1923,86314,124,0,,,,,,,,
30/10/2020,894928,2431,86425,111,0,,,,,,,,
31/10/2020,897594,2666,86546,121,0,,,,,,,,
1/11/2020,900180,2586,86653,107,0,,,,,,,,
2/11/2020,902503,2323,86780,127,0,,,,,,,,
3/11/2020,904911,2408,86873,93,0,,,,,,,,
4/11/2020,906545,1634,86987,114,0,,,,,,,,
5/11/2020,908902,2357,87093,106,0,,,,,,,,
6/11/2020,911787,2885,87191,98,0,,,,,,,,
7/11/2020,914722,2935,87317,126,0,,,,,,,,
8/11/2020,917503,2781,87414,97,0,,,,,,,,
9/11/2020,920010,2507,87521,107,0,,,,,,,,
10/11/2020,922333,2323,87613,92,0,,,,,,,,
11/11/2020,923527,1194,87717,104,0,,,,,,,,
12/11/2020,925431,1904,87827,110,0,,,,,,,,
13/11/2020,928006,2575,87931,104,0,,,,,,,,
14/11/2020,930237,2231,88024,93,0,,,,,,,,
15/11/2020,932650,2413,88119,95,0,,,,,,,,
16/11/2020,934899,2249,88242,123,0,,,,,,,,
17/11/2020,937011,2112,88345,103,0,,,,,,,,
18/11/2020,938268,1257,88413,68,0,,,,,,,,
19/11/2020,939931,1663,88506,93,0,,,,,,,,
20/11/2020,941951,2020,88609,103,0,,,,,,,,
21/11/2020,943917,1966,88701,92,0,,,,,,,,
22/11/2020,946087,2170,88783,82,0,,,,,,,,
23/11/2020,948081,1994,88886,103,0,,,,,,,,
24/11/2020,949670,1589,88991,105,0,,,,,,,,
25/11/2020,950557,887,89078,87,0,,,,,,,,
26/11/2020,952439,1882,89179,101,0,,,,,,,,
27/11/2020,954459,2020,89282,103,0,,,,,,,,
28/11/2020,956347,1888,89373,91,0,,,,,,,,
29/11/2020,958324,1977,89474,101,0,,,,,,,,
30/11/2020,960368,2044,89560,86,0,,,,,,,,
1/12/2020,962530,2162,89653,93,0,,,,,,,,
2/12/2020,963605,1075,89738,85,0,,,,,,,,
3/12/2020,965228,1623,89850,112,0,,,,,,,,
4/12/2020,967075,1847,89952,102,0,,,,,,,,
5/12/2020,968846,1771,90062,110,0,,,,,,,,
6/12/2020,970860,2014,90143,81,0,,,,,,,,
7/12/2020,972688,1828,90246,103,0,,,,,,,,
8/12/2020,973912,1224,90339,93,0,,,,,,,,
9/12/2020,975116,1204,90444,105,0,,,,,,,,
10/12/2020,976621,1505,90554,110,0,,,,,,,,
11/12/2020,977312,691,90644,90,0,,,,,,,,
12/12/2020,979111,1799,90744,100,0,,,,,,,,
13/12/2020,980943,1832,90846,102,0,,,,,,,,
14/12/2020,983045,2102,90967,121,0,,,,,,,,
15/12/2020,984973,1928,91088,121,0,,,,,,,,
16/12/2020,986130,1157,91193,105,0,,,,,,,,
17/12/2020,987675,1545,91314,121,0,,,,,,,,
18/12/2020,989457,1782,91415,101,0,,,,,,,,
19/12/2020,991518,2061,91525,110,0,,,,,,,,
20/12/2020,993760,2242,91657,132,0,,,,,,,,
21/12/2020,995899,2139,91775,118,0,,,,,,,,
22/12/2020,997517,1618,91906,131,0,,,,,,,,
23/12/2020,998475,958,92030,124,0,,,,,,,,
24/12/2020,1000153,1678,92150,120,0,,,,,,,,
25/12/2020,1002263,2110,92277,127,0,,,,,,,,
26/12/2020,1003982,1719,92405,128,0,,,,,,,,
27/12/2020,1005546,1564,92523,118,0,,,,,,,,
28/12/2020,1006318,772,92647,124,0,,,,,,,,
29/12/2020,1007657,1339,92788,141,0,,,,,,,,
30/12/2020,1008908,1251,92923,135,0,,,,,,,,
31/12/2020,1010496,1588,93066,143,0,,,,,,,,
1/1/2021,1012614,2118,93192,126,0,,,,,,,,
2/1/2021,1015137,2523,93366,174,0,,,,,,,,
3/1/2021,1017199,2062,93528,162,0,,,,,,,,
4/1/2021,1018099,900,93675,147,0,,,,,,,,
5/1/2021,1019475,1376,93872,197,0,,,,,,,,
6/1/2021,1021058,1583,94045,173,0,,,,,,,,
7/1/2021,1022018,960,94255,210,0,,,,,,,,
8/1/2021,1024432,2414,94437,182,0,,,,,,,,
9/1/2021,1026690,2258,94615,178,0,,,,,,,,
10/1/2021,1029471,2781,94823,208,0,,,,,,,,
11/1/2021,1032275,2804,95054,231,0,,,,,,,,
12/1/2021,1035184,2909,95274,220,0,,,,,,,,
13/1/2021,1037350,2166,95531,257,0,,,,,,,,
14/1/2021,1040231,2881,95785,254,0,,,,,,,,
15/1/2021,1043640,3409,96029,244,0,,,,,,,,
16/1/2021,1048662,5022,96346,317,0,,,,,,,,
17/1/2021,1056023,7361,96621,275,0,,,,,,,,
18/1/2021,1060567,4544,96953,332,0,,,,,,,,
19/1/2021,1064909,4342,97304,351,0,,,,,,,,
20/1/2021,1068802,3893,97629,325,0,,,,,,,,
21/1/2021,1073214,4412,98023,394,0,,,,,,,,
22/1/2021,1078675,5461,98442,419,0,,,,,,,,
23/1/2021,1082907,4232,98834,392,0,,,,,,,,
24/1/2021,1088096,5189,99275,441,0,,,,,,,,
25/1/2021,1093938,5842,99721,446,0,,,,,,,,
26/1/2021,1099013,5075,100222,501,0,,,,,,,,
27/1/2021,1102795,3782,100691,469,0,,,,,,,,
28/1/2021,1107239,4444,101274,583,0,,,,,,,,
29/1/2021,1113970,6731,101782,508,0,,,,,,,,
30/1/2021,1119685,5715,102303,521,0,,,,,,,,
31/1/2021,1125875,6190,102859,556,0,,,,,,,,
1/2/2021,1133022,7147,103396,537,0,,,,,,,,
2/2/2021,1138239,5217,103957,561,0,,,,,,,,
3/2/2021,1142716,4477,104588,631,0,,,,,,,,
4/2/2021,1149764,7048,105199,611,0,,,,,,,,
5/2/2021,1158337,8573,105760,561,0,,,,,,,,
6/2/2021,1165052,6715,106326,566,0,,,,,,,,
7/2/2021,1173045,7993,106952,626,0,,,,,,,,
8/2/2021,1180478,7433,107598,646,0,,,,,,,,
9/2/2021,1186698,6220,108181,583,3859,,,,,,,,
10/2/2021,1191221,4523,108836,655,20470,,,,,,,,
11/2/2021,1196778,5557,109501,665,54593,,,,,,,,
12/2/2021,1203502,6724,110184,683,86972,,,,,,,,
13/2/2021,1212309,8807,110845,661,105844,,,,,,,,
14/2/2021,1220748,8439,111530,685,111144,,,,,,,,
15/2/2021,1227205,6457,112268,738,122639,,,,,,,,
16/2/2021,1235298,8093,112946,678,130171,,,,,,,,
17/2/2021,1238501,3203,113634,688,134130,,,,,,,,
18/2/2021,1244729,6228,114315,681,141536,,,,,,,,
19/2/2021,1252137,7408,115046,731,172077,,,,,,,,
20/2/2021,1261804,9667,115759,713,198209,,,,,,,,
21/2/2021,1269523,7719,116442,683,202771,,,,,,,,
22/2/2021,1275899,6376,117158,716,233276,,,,,,,,
23/2/2021,1283309,7410,117851,693,260668,,,,,,,,
24/2/2021,1286757,3448,118556,705,283581,,,,,,,,
25/2/2021,1293497,6740,119255,699,299466,,,,,,,,
26/2/2021,1300799,7302,119905,650,315386,,,,,,,,
27/2/2021,1308722,7923,120582,677,322190,,,,,,,,
28/2/2021,1316363,7641,121260,678,323190,,,,,,,,
1/3/2021,1323863,7500,121940,680,332495,,,,,,,,
2/3/2021,1329805,5942,122632,692,339637,,,,,,,,
3/3/2021,1332939,3134,123300,668,346032,,,,,,,,
4/3/2021,1338297,5358,124032,732,349819,,,,,,,,
5/3/2021,1344969,6672,124718,686,354485,,,,,,,,
6/3/2021,1349847,4878,125428,710,357525,,,,,,,,
7/3/2021,1358294,8447,126092,664,357668,,,,,,,,
8/3/2021,1364964,6670,126758,666,376001,,,,,,,,
9/3/2021,1371176,6212,127389,631,395618,,,,,,,,
10/3/2021,1374467,3291,127980,591,408598,,,,,,,,
11/3/2021,1380023,5556,128646,666,417179,,,,,,,,
12/3/2021,1387457,7434,129328,682,425973,,,,,,,,
13/3/2021,1394571,7114,129951,623,432192,,,,,,,,
14/3/2021,1402610,8039,130614,663,432918,,,,,,,,
15/3/2021,1407963,5353,131237,623,451086,,,,,,,,
16/3/2021,1412406,4443,131883,646,473755,,,,,,,,
17/3/2021,1418974,6568,132523,640,496168,,,,,,,,
18/3/2021,1427604,8630,133197,674,522388,,,,,,,,
19/3/2021,1435598,7994,133872,675,548066,,,,,,,,
20/3/2021,1443521,7923,134539,667,566244,,,,,,,,
21/3/2021,1451645,8124,135241,702,566932,,,,,,,,
22/3/2021,1460779,9134,135905,664,575636,,,,,,,,
23/3/2021,1466326,5547,136525,620,591286,,,,,,,,
24/3/2021,1472790,6464,137184,659,605961,,,,,,,,
25/3/2021,1481259,8469,137861,677,618928,,,,,,,,
26/3/2021,1492519,11260,138573,712,635562,,,,,,,,
27/3/2021,1500465,7946,139283,710,646862,,,,,,,,
28/3/2021,1512384,11919,139965,682,648962,,,,,,,,
29/3/2021,1520973,8589,140669,704,653883,,,,,,,,
30/3/2021,1529882,8909,141432,763,658545,,,,,,,,
31/3/2021,1533121,3239,142170,738,666220,,,,,,,,
1/4/2021,1540077,6956,142864,694,668705,,,,,,,,
2/4/2021,1548807,8730,143613,749,669871,,,,,,,,
3/4/2021,1561723,12916,144359,746,672577,,,,,,,,
4/4/2021,1568345,6622,145107,748,672865,,,,,,,,
5/4/2021,1573961,5616,145847,740,679085,,,,,,,,
6/4/2021,1582367,8406,146592,745,690879,,,,,,,,
7/4/2021,1590209,7842,147358,766,704772,,,,,,,,
8/4/2021,1598593,8384,148153,795,721752,,,,,,,,
9/4/2021,1607898,9305,148918,765,738390,,,,,,,,
10/4/2021,1617864,9966,149666,748,742593,,,,,,,,
11/4/2021,1628519,10655,150448,782,742629,,,,,,,,
12/4/2021,1639767,11248,151285,837,743542,,,,,,,,
13/4/2021,1647694,7927,152088,803,745435,,,,,,,,
14/4/2021,1653320,5626,152899,811,748173,,,,,,,,
15/4/2021,1659707,6387,153720,821,750032,,,,,,,,
16/4/2021,1667737,8030,154551,831,769743,,,,,,,,
17/4/2021,1681063,13326,155330,779,799389,,,,,,,,
18/4/2021,1689051,7988,156082,752,827318,,,,,,,,
19/4/2021,1697626,8575,156912,830,834286,,,,,,,,
20/4/2021,1704757,7131,157691,779,845557,,,,,,,,
21/4/2021,1707787,3030,158511,820,855424,,,,,,,,
22/4/2021,1719088,11301,159343,832,863655,,,,,,,,
23/4/2021,1726806,7718,160186,843,890071,,,,,,,,
24/4/2021,1734606,7800,160980,794,917762,,,,,,,,
25/4/2021,1745655,11049,161809,829,933323,,,,,,,,
26/4/2021,1754150,8495,162630,821,948689,,,,,,,,
27/4/2021,1761575,7425,163384,754,968402,,,,,,,,
28/4/2021,1768186,6611,164145,761,1007940,,,,,,,,
29/4/2021,1775062,6876,164899,754,1052687,,,,,,,,
30/4/2021,1783339,8277,165628,729,1133964,,,,,,,,
1/5/2021,1791998,8659,166382,754,1197138,,,,,,,,
2/5/2021,1799445,7447,167172,790,1245162,,,,,,,,
3/5/2021,1804915,5470,167872,700,1304564,,,,,,,,
4/5/2021,1810998,6083,168593,721,1327444,,,,,,,,
5/5/2021,1814127,3129,169300,707,1347975,,,,,,,,
6/5/2021,1818689,4562,170011,711,1387228,,,,,,,,
7/5/2021,1824457,5768,170680,669,1420763,,,,,,,,
8/5/2021,1832671,8214,171383,703,1481948,,,,,,,,
9/5/2021,1839465,6794,172041,658,1515343,,,,,,,,
10/5/2021,1845056,5591,172697,656,1562900,,,,,,,,
11/5/2021,1850290,5234,173306,609,1605685,,,,,,,,
12/5/2021,1853370,3080,173926,620,1663406,,,,,,,,
13/5/2021,1858239,4869,174539,613,1736854,,,,,,,,
14/5/2021,1865639,7400,175130,591,1824879,,,,,,,,
15/5/2021,1873316,7677,175721,591,1877907,,,,,,,,
16/5/2021,1879049,5733,176284,563,1901619,,,,,,,,
17/5/2021,1884596,5547,176823,539,1952781,,,,,,,,
18/5/2021,1889052,4456,177370,547,2012401,,,,,,,,
19/5/2021,1893334,4282,177926,556,2072743,,,,,,,,
20/5/2021,1897900,4566,178428,502,2143026,,,,,,,,
21/5/2021,1903615,5715,178939,511,2252123,,,,,,,,
22/5/2021,1910360,6745,179468,529,2331896,,,,,,,,
23/5/2021,1915566,5206,179912,444,2377773,,,,,,,,
24/5/2021,1920851,5285,180406,494,2447092,,,,,,,,
25/5/2021,1925289,4438,180846,440,2524943,,,,,,,,
26/5/2021,1926923,1634,181306,460,2608301,,,,,,,,
27/5/2021,1932255,5332,181732,426,2698719,,,,,,,,
28/5/2021,1937245,4990,182159,427,2823432,,,,,,,,
29/5/2021,1942054,4809,182604,445,2898864,,,,,,,,
30/5/2021,1947555,5501,183043,439,2932602,,,,,,,,
31/5/2021,1951651,4096,183470,427,3001829,,,,,,,,
1/6/2021,1955469,3818,183879,409,3077754,,,,,,,,
2/6/2021,1959064,3595,184269,390,3156150,,,,,,,,
3/6/2021,1961087,2023,184507,238,3194905,,,,,,,,
4/6/2021,1965432,4345,184942,435,3211127,,,,,,,,
5/6/2021,1968693,3261,185380,438,3218751,,,,,,,,
6/6/2021,1976166,7473,185813,433,3220657,,,,,,,,
7/6/2021,1980391,4225,186073,260,3228653,,,,,,,,
8/6/2021,1983570,3179,186511,438,3330279,,,,,,,,
9/6/2021,1984999,1429,186757,246,3445461,,,,,,,,
10/6/2021,1987933,2934,187157,400,3570249,,,,,,,,
11/6/2021,1991203,3270,187479,322,3661107,,,,,,,,
12/6/2021,1995257,4054,187847,368,3736665,,,,,,,,
13/6/2021,1998056,2799,188100,253,3773906,,,,,,,,
14/6/2021,2001059,3003,188443,343,3810350,,,,,,,,
15/6/2021,2003625,2566,188708,265,3852555,,,,,,,,
16/6/2021,2004252,627,188921,213,3890784,,,,,,,,
17/6/2021,2007477,3225,189261,340,3931483,,,,,,,,
18/6/2021,2015190,7713,189522,261,3967258,,,,,,,,
19/6/2021,2019716,4526,189757,235,3989940,,,,,,,,
20/6/2021,2023179,3463,189933,176,3996199,,,,,,,,
21/6/2021,2026729,3550,190202,269,4040556,,,,,,,,
22/6/2021,2029625,2896,190425,223,4087635,,,,,,,,
23/6/2021,2030611,986,190645,220,4128973,,,,,,,,
24/6/2021,2033606,2995,190906,261,4173266,,,,,,,,
25/6/2021,2036449,2843,191073,167,4266118,,,,,,,,
26/6/2021,2040186,3737,191286,213,4335753,,,,,,,,
27/6/2021,2043262,3076,191447,161,4383185,,,,,,,,
28/6/2021,2046057,2795,191584,137,4425799,,,,,,,,
29/6/2021,2048115,2058,191899,315,4457060,,,,,,,,
30/6/2021,2049567,1452,192163,264,4541196,,,,,,,,
1/7/2021,2052065,2498,192331,168,4641775,,,,,,,,
2/7/2021,2054475,2410,192367,36,4758669,,,,,,,,
3/7/2021,2057554,3079,192687,320,4883708,,,,,,,,
4/7/2021,2060344,2790,192902,215,4984253,,,,,,,,
5/7/2021,2063112,2768,193069,167,5135910,,,,,,,,
6/7/2021,2065113,2001,193230,161,5308772,,,,,,,,
